_id,AnnoS,AteneoCOD,AteneoNOME,ClasseNUMERO,CorsoNOME,SedeC,IstatP,Lau
26645,2020,1001,Genova,LM-15,"Scienze dell'Antichit: Archeologia, Filologia e Letterature, Storia",GENOVA,10,12
26646,2019,9201,Cagliari,L/SNT2,Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica),CAGLIARI,92,12
26647,2019,9201,Cagliari,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",CAGLIARI,92,12
26648,2019,9201,Cagliari,LM-14,Filologie e Letterature Classiche e Moderne,CAGLIARI,92,12
26649,2019,9201,Cagliari,LM-06,Biologia Cellulare e Molecolare,CAGLIARI,92,12
26650,2020,101,Torino,18,Scienze dell'Educazione,TORINO,1,12
26651,2020,101,Torino,46/S,Medicina e Chirurgia (Torino),TORINO,1,12
26652,2020,101,Torino,L/SNT2,Terapia della Neuro e Psicomotricit dell'Et Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricit dell'Et Evolutiva),TORINO,1,12
26653,2020,101,Torino,L/SNT1,Infermieristica Pediatrica (Abilitante alla Professione Sanitaria di Infermiere Pediatrico),TORINO,1,12
26654,2020,101,Torino,L-01,"Beni Culturali - Archeologia, Storia dell'Arte, Archivistica e Biblioteconomia",TORINO,1,12
26655,2020,101,Torino,LM-67,Scienze dell'Educazione Motoria e delle Attivita Adattate,TORINO,1,12
26656,2020,101,Torino,LM/SNT4,Scienze delle Professioni Sanitarie della Prevenzione,TORINO,1,12
26657,2019,8301,Messina,L-33,Scienze Economiche,MESSINA,83,12
26658,2019,8301,Messina,LM-19,Metodi e Linguaggi del Giornalismo,MESSINA,83,12
26659,2019,8201,Palermo,LM-60,Scienze della Natura,PALERMO,82,12
26660,2019,8201,Palermo,LM-49,Tourism Systems And Hospitality Management,PALERMO,82,12
26661,2019,8301,Messina,99999,Giurisprudenza,MESSINA,83,12
26662,2019,8701,Catania,L/SNT3,Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista),CATANIA,87,12
26663,2019,8701,Catania,11,Lingue e Culture Europee,CATANIA,87,12
26664,2019,9001,Sassari,47/S,Medicina Veterinaria,SASSARI,90,12
26665,2019,7201,Bari,LM-15,"Filologia, Letterature e Storia dell'Antichita",BARI,72,12
26666,2019,7202,Bari Politecnico,04/S-cu,Corso di Laurea Specialistica in Ingegneria Edile - Architettura,BARI,72,12
26667,2019,7202,Bari Politecnico,LM-12,Industrial Design,BARI,72,12
26668,2019,7201,Bari,L-01,Scienze dei Beni Culturali per il Turismo,TARANTO,73,12
26669,2019,7201,Bari,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),BARI,72,12
26670,2019,7201,Bari,18-bis,Scienze della Formazione Primaria,BARI,72,12
26671,2019,7001,Molise,L-25,Scienze e Tecnologie Agrarie e Forestali,CAMPOBASSO,70,12
26672,2019,7001,Molise,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),CAMPOBASSO,70,12
26673,2019,6701,Teramo,LM-59,Management And Business Communication,TERAMO,67,12
26674,2019,7601,Basilicata,L-27,Chimica,POTENZA,76,12
26675,2019,7601,Basilicata,L-21,"Paesaggio, Ambiente e Verde Urbano",MATERA,77,12
26676,2019,7501,Salento,LM-49,Gestione delle Attivita' Turistiche e Culturali,LECCE,75,12
26677,2019,7501,Salento,LM-88,Sociologia e Ricerca Sociale,LECCE,75,12
26678,2019,7801,Calabria,L-39,Servizio Sociale e Sociologia,RENDE,78,12
26679,2019,7801,Calabria,L-30,Scienza dei Materiali Innovativi e per le Nanotecnologie,RENDE,78,12
26680,2019,7601,Basilicata,LM-32,Ingegneria Informatica e delle Tecnologie dell'Informazione,POTENZA,76,12
26681,2019,8201,Palermo,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),PALERMO,82,12
26682,2019,8201,Palermo,L-23,Ingegneria Civile ed Edile,PALERMO,82,12
26683,2019,7801,Calabria,LM-52,Scienze Politiche e Relazioni Internazionali,RENDE,78,12
26684,2019,8001,Reggio Calabria,LM-73,Scienze Forestali e Ambientali,REGGIO DI CALABRIA,80,12
26685,2019,6501,Salerno,LM-54,Chimica,FISCIANO,65,12
26686,2019,6501,Salerno,LM-59,Comunicazione d'Impresa e Comunicazione Pubblica,FISCIANO,65,12
26687,2019,6601,L'Aquila,L/SNT2,Ortottica ed Assistenza Oftalmologica (Abilitante alla Professione Sanitaria di Ortottista ed Assistente di Oftalmologia),L'AQUILA,66,12
26688,2019,6601,L'Aquila,LM-35,Ingegneria per l'Ambiente ed il Territorio,L'AQUILA,66,12
26689,2019,6302,Napoli Parthenope,LMG/01,Giurisprudenza,NOLA,63,12
26690,2019,6302,Napoli Parthenope,33,Scienze Motorie,NAPOLI,63,12
26691,2019,6001,Cassino,LM-56,Economics And Entrepreneurship - Economia e Imprenditorialita,CASSINO,60,12
26692,2019,6301,Napoli Federico II,L-29,Corso di Laurea in Controllo di Qualit,NAPOLI,63,12
26693,2019,6301,Napoli Federico II,L-29,Corso di Laurea Interfacolta in Scienze Erboristiche,NAPOLI,63,12
26694,2019,5815,Roma UNICUSANO - telematica,L-07,Ingegneria Civile,ROMA,58,12
26695,2019,5817,Roma Link Campus,L-16,Scienze della Politica e dei Rapporti Internazionali,ROMA,58,12
26696,2019,5813,Roma UNINETTUNO - telematica,LM-23,Ingegneria Civile,ROMA,58,12
26697,2019,5813,Roma UNINETTUNO - telematica,LMG/01,Giurisprudenza,ROMA,58,12
26698,2020,8201,Palermo,L-15,Scienze del Turismo,TRAPANI,81,12
26699,2020,8301,Messina,L-20,Scienze della Formazione e della Comunicazione,NOTO,89,12
26700,2020,8301,Messina,LM-19,Metodi e Linguaggi del Giornalismo,MESSINA,83,12
26701,2020,8301,Messina,LM-55,Scienze Cognitive e Teorie della Comunicazione,MESSINA,83,12
26702,2020,8301,Messina,LM-84,"Scienze Storiche: Societ, Culture e Istituzioni d'Europa",MESSINA,83,12
26703,2020,8701,Catania,L/SNT3,Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista),CATANIA,87,12
26704,2020,8701,Catania,L/SNT2,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),CATANIA,87,12
26705,2020,8701,Catania,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",CATANIA,87,12
26706,2020,7201,Bari,L-32,Scienze Ambientali,TARANTO,73,12
26707,2020,7601,Basilicata,LM-33,Ingegneria Meccanica,POTENZA,76,12
26708,2020,7601,Basilicata,LM-01,Scienze Antropologiche e Geografiche per i Patrimoni Culturali e la Valorizzazione dei Territori (Sage),MATERA,77,12
26709,2020,7601,Basilicata,L-21,"Paesaggio, Ambiente e Verde Urbano",MATERA,77,12
26710,2020,7801,Calabria,17,Economia Aziendale,RENDE,78,12
26711,2020,7801,Calabria,LM-11,Scienze e Tecnologie per la Conservazione e il Restauro dei Beni Culturali,RENDE,78,12
26712,2020,7801,Calabria,L-41,Statistica per le Aziende e le Assicurazioni,RENDE,78,12
26713,2020,7801,Calabria,LM-54,Chimica,RENDE,78,12
26714,2020,9201,Cagliari,LM-02,Archeologia e Storia dell'Arte,CAGLIARI,92,12
26715,2020,9201,Cagliari,LM-15,Filologie e Letterature Classiche e Moderne,CAGLIARI,92,12
26716,2020,9201,Cagliari,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",CAGLIARI,92,12
26717,2020,9201,Cagliari,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),CAGLIARI,92,12
26718,2020,9001,Sassari,LM-75,Gestione dell'Ambiente e del Territorio,SASSARI,90,12
26719,2020,8701,Catania,LM-17,Fisica,CATANIA,87,12
26720,2020,9001,Sassari,46/S,Medicina e Chirurgia,SASSARI,90,12
26721,2020,6202,Benevento Giustino Fortunato - telematica,L-19,Scienze dell'Educazione,BENEVENTO,62,12
26722,2020,6301,Napoli Federico II,L-23,Corso di Laurea in Ingegneria Edile,NAPOLI,63,12
26723,2020,6301,Napoli Federico II,L-29,Corso di Laurea in Controllo di Qualita,NAPOLI,63,12
26724,2020,6301,Napoli Federico II,LM/SNT3,Scienze delle Professioni Sanitarie Tecniche Diagnostiche,NAPOLI,63,12
26725,2020,6301,Napoli Federico II,L-29,Corso di Laurea Interfacolta in Scienze Erboristiche,NAPOLI,63,12
26726,2020,6301,Napoli Federico II,LM-06,Biologia ed Ecologia dell' Ambiente Marino ed Uso Sostenibile delle Sue Risorse,NAPOLI,63,12
26727,2020,6306,Napoli Vanvitelli,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),AVERSA,61,12
26728,2020,6306,Napoli Vanvitelli,L/SNT2,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),AVELLINO,64,12
26729,2020,6306,Napoli Vanvitelli,LM-51,Psicologia Applicata,CASERTA,61,12
26730,2020,7101,Foggia,L/SNT3,Dietistica (Abilitante alla Professione Sanitaria di Dietista),FOGGIA,71,12
26731,2020,7101,Foggia,LM-70,Scienze e Tecnologie Alimentari,FOGGIA,71,12
26732,2020,7201,Bari,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),BARI,72,12
26733,2020,6901,Chieti e Pescara,LM-89,Beni Archeologici e Storico-Artistici,CHIETI,69,12
26734,2020,6701,Teramo,LM-62,Studi Politici e Internazionali,TERAMO,67,12
26735,2020,6601,L'Aquila,46/S,Medicina e Chirurgia,L'AQUILA,66,12
26736,2020,6601,L'Aquila,L/SNT2,Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica),L'AQUILA,66,12
26737,2020,6501,Salerno,L-18,Economia e Gestione delle Imprese,FISCIANO,65,12
26738,2020,6501,Salerno,LM-15,"Filologia, Letterature e Storia dell'Antichit",FISCIANO,65,12
26739,2020,6501,Salerno,LM-63,Scienze del Governo e dell'Amministrazione,FISCIANO,65,12
26740,2020,5403,Perugia Stranieri,LM-81,Relazioni Internazionali e Cooperazione allo Sviluppo,PERUGIA,54,12
26741,2020,5201,Siena,L-35,Matematica,SIENA,52,12
26742,2020,5201,Siena,LM/SNT1,Scienze Infermieristiche e Ostetriche,SIENA,52,12
26743,2020,5201,Siena,LM-15,Lettere Classiche,SIENA,52,12
26744,2020,5001,Pisa,LM-84,Storia e Civilta,PISA,50,12
26745,2020,5201,Siena,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),SIENA,52,12
26746,2020,5801,Roma La Sapienza,LM-03,Architettura del Paesaggio,ROMA,58,12
26747,2020,5801,Roma La Sapienza,L/SNT3,Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista),ROMA,58,12
26748,2020,5801,Roma La Sapienza,L/SNT2,Terapia Occupazionale (Abilitante alla Professione Sanitaria di Terapista Occupazionale),GUIDONIA MONTECELIO,58,12
26749,2020,5801,Roma La Sapienza,L/SNT2,Podologia (Abilitante alla Professione Sanitaria di Podologo),ROMA,58,12
26750,2020,5801,Roma La Sapienza,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),ROMA,58,12
26751,2020,5809,Roma UNINT,L-18,Scienze Economiche e delle Organizzazioni Aziendali,ROMA,58,12
26752,2020,5813,Roma UNINETTUNO - telematica,L-20,"Comunicazione, Media e Pubblicit",ROMA,58,12
26753,2020,5817,Roma Link Campus,L-03,Media And Performing Arts - Comunicazione e Dams,ROMA,58,12
26754,2020,5807,Roma Tre,LM-77,Finanza e Impresa,ROMA,58,12
26755,2020,5807,Roma Tre,LM-20,Ingegneria Aeronautica,ROMA,58,12
26756,2020,5801,Roma La Sapienza,LM-82,Scienze Statistiche Demografiche ed Economiche,ROMA,58,12
26757,2020,5802,Roma Tor Vergata,LM-35,Ingegneria per l'Ambiente e il Territorio,ROMA,58,12
26758,2020,5802,Roma Tor Vergata,LM-53,Scienza e Tecnologia dei Materiali,ROMA,58,12
26759,2020,5001,Pisa,LM-53,Materiali e Nanotecnologie,PISA,50,12
26760,2020,5001,Pisa,LM-37,"Lingue, Letterature e Filologie Euro - Americane",PISA,50,12
26761,2020,5001,Pisa,LM-18,Informatica e Networking,PISA,50,12
26762,2020,5001,Pisa,L/SNT3,Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista),PISA,50,12
26763,2020,5001,Pisa,L/SNT2,Terapia della Neuro e Psicomotricit dell'Et Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricit dell'Et Evolutiva),PISA,50,12
26764,2020,5001,Pisa,L-10,Lingua e Cultura Italiana per Stranieri,PISA,50,12
26765,2020,4801,Firenze,LM-60,Scienze della Natura e dell'Uomo,FIRENZE,48,12
26766,2020,4801,Firenze,LM-88,Sociologia e Ricerca Sociale,FIRENZE,48,12
26767,2020,4801,Firenze,LM-78,"Logica, Filosofia e Storia della Scienza",FIRENZE,48,12
26768,2020,4801,Firenze,LM-27,Ingegneria delle Telecomunicazioni,FIRENZE,48,12
26769,2020,4801,Firenze,LM-36,Lingue e Civilt dell'Oriente Antico e Moderno,FIRENZE,48,12
26770,2020,4302,Camerino,LM-54,Chimica e Metodologie Chimiche Avanzate - Chemistry And Advanced Chemical Methodologies,CAMERINO,43,12
26771,2020,4801,Firenze,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),FIRENZE,48,12
26772,2020,4801,Firenze,L/SNT4,Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario),FIRENZE,48,12
26773,2020,4302,Camerino,L-13,Bioscienze e Biotecnologia - Biosciences And Biotechnology,CAMERINO,43,12
26774,2020,3801,Ferrara,LM-40,Matematica,FERRARA,38,12
26775,2020,3601,Modena e Reggio Emilia,LM-56,Economia e Politiche Pubbliche,MODENA,36,12
26776,2020,3601,Modena e Reggio Emilia,LM-46,Odontoiatria e Protesi Dentaria,MODENA,36,12
26777,2020,3701,Bologna,14/S,Farmacia,BOLOGNA,37,12
26778,2020,3701,Bologna,L/SNT3,Tecniche Ortopediche (Abilitante alla Professione Sanitaria di Tecnico Ortopedico),BOLOGNA,37,12
26779,2020,2101,Bolzano,LM-73,Gestione Sostenibile dell'Ambiente Montano,BOLZANO - BOZEN,21,12
26780,2020,2101,Bolzano,LM-33,Industrial Mechanical Engineering,BOLZANO - BOZEN,21,12
26781,2020,2101,Bolzano,LM-12,Design Eco-Sociale,BOLZANO - BOZEN,21,12
26782,2020,1801,Pavia,L/SNT3,Dietistica (Abilitante alla Professione Sanitaria di Dietista),PAVIA,18,12
26783,2020,1801,Pavia,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),PAVIA,18,12
26784,2020,1801,Pavia,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),PAVIA,18,12
26785,2020,1801,Pavia,LM-60,Scienze della Natura,PAVIA,18,12
26786,2020,2801,Padova,LM-90,European And Global Studies,PADOVA,28,12
26787,2020,3001,Udine,LM-40,Matematica,UDINE,30,12
26788,2020,3001,Udine,LM-89,Storia dell'Arte e Conservazione dei Beni Storico-Artistici,UDINE,30,12
26789,2020,3001,Udine,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",UDINE,30,12
26790,2020,3401,Parma,LM-33,Ingegneria degli Impianti e delle Macchine dell'Industria Alimentare,PARMA,34,12
26791,2020,3401,Parma,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),PARMA,34,12
26792,2020,3401,Parma,L/SNT2,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),PARMA,34,12
26793,2020,3601,Modena e Reggio Emilia,L/SNT2,Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica),REGGIO NELL'EMILIA,35,12
26794,2020,3601,Modena e Reggio Emilia,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",MODENA,36,12
26795,2020,3201,Trieste,LM-52,Diplomazia e Cooperazione Internazionale,GORIZIA,31,12
26796,2020,3201,Trieste,LM-37,Lingue e Letterature Straniere,TRIESTE,32,12
26797,2016,9001,Sassari,L-32,Scienze Naturali,SASSARI,90,12
26798,2016,9001,Sassari,LM-73,Sistemi Forestali e Ambientali,NUORO,91,12
26799,2016,9201,Cagliari,18,Scienze dell'Educazione e della Formazione,CAGLIARI,92,12
26800,2016,9201,Cagliari,LM-17,Fisica,CAGLIARI,92,12
26801,2016,9201,Cagliari,LM-06,Biologia Cellulare e Molecolare,CAGLIARI,92,12
26802,2016,9201,Cagliari,LM-37,Lingue e Letterature Moderne Europee e Americane,CAGLIARI,92,12
26803,2016,9201,Cagliari,LM-30,Ingegneria Energetica,CAGLIARI,92,12
26804,2016,9201,Cagliari,L-27,Chimica,CAGLIARI,92,12
26805,2017,101,Torino,L/SNT2,Terapia della Neuro e Psicomotricita dell'Eta Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricita dell'Eta Evolutiva),TORINO,1,12
26806,2017,101,Torino,L-01,Beni Culturali,TORINO,1,12
26807,2017,101,Torino,LM/SNT1,Scienze Infermieristiche e Ostetriche,TORINO,1,12
26808,2017,101,Torino,LM-53,Scienza dei Materiali per i Beni Culturali,TORINO,1,12
26809,2017,101,Torino,LM-54,Chimica,TORINO,1,12
26810,2016,9001,Sassari,14/S,Farmacia,SASSARI,90,12
26811,2016,8701,Catania,LM-22,Ingegneria Chimica per la Sostenibilita Industriale,CATANIA,87,12
26812,2016,8601,Enna KORE,LM-38,Studi Interculturali e Relazioni Internazionali,ENNA,86,12
26813,2016,8701,Catania,29,Filosofia,CATANIA,87,12
26814,2016,8301,Messina,L/SNT3,Dietistica (Abilitante alla Professione Sanitaria di Dietista),MESSINA,83,12
26815,2016,8301,Messina,L-27,Chimica Industriale,MESSINA,83,12
26816,2016,8601,Enna KORE,34,Scienze e Tecniche Psicologiche,ENNA,86,12
26817,2016,8201,Palermo,LMR/02,Conservazione e Restauro dei Beni Culturali (Abilitante Ai Sensi del D.Lgs N.42/2004),PALERMO,82,12
26818,2016,8301,Messina,28,Economia Bancaria Finanziaria e Assicurativa,MESSINA,83,12
26819,2017,201,Piemonte Orientale,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),NOVARA,3,12
26820,2017,201,Piemonte Orientale,LM-49,"Lingue, Culture, Turismo",VERCELLI,2,12
26821,2017,201,Piemonte Orientale,LM-54,Scienze Chimiche,ALESSANDRIA,6,12
26822,2017,1001,Genova,L-34,Scienze Geologiche,GENOVA,10,12
26823,2017,1001,Genova,LM-84,"Scienze Storiche, Archivistiche e Librarie",GENOVA,10,12
26824,2017,1001,Genova,LM-52,Scienze Internazionali e della Cooperazione,GENOVA,10,12
26825,2017,1001,Genova,LM-27,Multimedia Signal Processing And Telecommunication Networks - Reti di Telecomunicazioni ed Elaborazione di Segnali Multimediali ,GENOVA,10,12
26826,2017,1001,Genova,LM-04,Architettura,GENOVA,10,12
26827,2017,1301,Novedrate e-Campus - telematica,34,Corso di Laurea in Scienze e Tecniche Psicologiche,NOVEDRATE,13,12
26828,2017,1202,Insubria,LM-08,Biotecnologie Molecolari e Industriali,VARESE,12,12
26829,2017,1202,Insubria,LM-18,Informatica,VARESE,12,12
26830,2017,1202,Insubria,LM-77,"Global Entrepreneurship Economics And Management /Imprenditorialit, Economia e Management Internazionale (Geem)",VARESE,12,12
26831,2017,1301,Novedrate e-Campus - telematica,LM-32,Ingegneria Informatica e dell'Automazione,NOVEDRATE,13,12
26832,2017,1001,Genova,LM-67,Scienze e Tecniche dell'Attivit Motoria Preventiva e Adattata,GENOVA,10,12
26833,2017,1202,Insubria,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",VARESE,12,12
26834,2017,1502,Milano Politecnico,LM-35,Environmental And Geomatic Engineering,COMO,13,12
26835,2017,1502,Milano Politecnico,LM-12,Design&Engineering,MILANO,15,12
26836,2017,1502,Milano Politecnico,LM-12,Interior Design,MILANO,15,12
26837,2017,1501,Milano,LM-66,Sicurezza Informatica,CREMA,19,12
26838,2017,1501,Milano,LM-06,Molecular Biology Of The Cell,MILANO,15,12
26839,2017,4201,Marche,L/SNT3,Dietistica (Abilitante alla Professione Sanitaria di Dietista),ANCONA,42,12
26840,2017,4101,Urbino,33,Scienze Motorie,URBINO,41,12
26841,2017,3701,Bologna,LM-59,Scienze della Comunicazione Pubblica e Sociale,BOLOGNA,37,12
26842,2017,3701,Bologna,L-42,Scienze Antropologiche,BOLOGNA,37,12
26843,2017,3601,Modena e Reggio Emilia,LM/SNT1,Scienze Infermieristiche e Ostetriche,REGGIO NELL'EMILIA,35,12
26844,2017,3701,Bologna,14/S,Farmacia,RIMINI,99,12
26845,2017,3401,Parma,L-18,Economia Aziendale,PARMA,34,12
26846,2017,3601,Modena e Reggio Emilia,18-bis,Scienze della Formazione Primaria,REGGIO NELL'EMILIA,35,12
26847,2017,3401,Parma,46/S,Medicina e Chirurgia,PARMA,34,12
26848,2017,3201,Trieste,LM-31,Production Engineering And Management - Ingegneria Gestionale per la Produzione,PORDENONE,93,12
26849,2017,3201,Trieste,L-34,Geologia,TRIESTE,32,12
26850,2017,3001,Udine,LM-14,Italianistica,UDINE,30,12
26851,2017,3001,Udine,LM-40,Matematica,UDINE,30,12
26852,2017,3201,Trieste,L/SNT3,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),TRIESTE,32,12
26853,2017,3201,Trieste,46/S,Medicina e Chirurgia,TRIESTE,32,12
26854,2017,2801,Padova,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",ROVIGO,29,12
26855,2017,2801,Padova,LM-88,"Culture, Formazione e Societa' Globale",PADOVA,28,12
26856,2017,2801,Padova,LM-85,Scienze Umane e Pedagogiche,PADOVA,28,12
26857,2017,2701,Venezia C Foscari,LM-54,Chimica e Tecnologie Sostenibili,VENEZIA,27,12
26858,2017,1509,Milano Bicocca,LM-46,Odontoiatria e Protesi Dentaria,MONZA,108,12
26859,2017,2101,Bolzano,LM-87,Innovazione e Ricerca per Gli Interventi Socio-Assistenziali-Educativi,BRESSANONE - BRIXEN,21,12
26860,2017,2101,Bolzano,LM-77,Imprenditorialit e Innovazione,BOLZANO - BOZEN,21,12
26861,2017,1801,Pavia,LM-89,Storia delle Arti dall'Antichita al Contemporaneo,PAVIA,18,12
26862,2017,1801,Pavia,LM-45,Musicologia,CREMONA,19,12
26863,2017,1801,Pavia,LM-67,Scienze e Tecniche delle Attivita Motorie Preventive e Adattate,PAVIA,18,12
26864,2017,1801,Pavia,LM-15,Antichita Classiche e Orientali,PAVIA,18,12
26865,2017,1801,Pavia,46/S,Medicina e Chirurgia,PAVIA,18,12
26866,2017,7901,Catanzaro,L-02,Biotecnologie,CATANZARO,79,12
26867,2017,8001,Reggio Calabria,4,Storia e Conservazione dei Beni Architettonici e Ambientali,REGGIO DI CALABRIA,80,12
26868,2017,8001,Reggio Calabria,LM-73,Scienze Forestali e Ambientali,REGGIO DI CALABRIA,80,12
26869,2017,8001,Reggio Calabria,28,Scienze Economiche,REGGIO DI CALABRIA,80,12
26870,2017,7901,Catanzaro,17,Corso di Laurea di Economia Aziendale,CATANZARO,79,12
26871,2017,7901,Catanzaro,9,Ingegneria Informatica e Biomedica,CATANZARO,79,12
26872,2017,7801,Calabria,24,Informazione Scientifica sul Farmaco,RENDE,78,12
26873,2017,7501,Salento,LM-75,Scienze Ambientali,LECCE,75,12
26874,2017,7501,Salento,LM-40,Matematica,LECCE,75,12
26875,2017,7501,Salento,LM-85,Scienze Pedagogiche,LECCE,75,12
26876,2017,7601,Basilicata,L-07,Ingegneria Civile e Ambientale,MATERA,77,12
26877,2017,7501,Salento,LM-32,Computer Engineering,LECCE,75,12
26878,2017,7501,Salento,L-12,"Lingue, Letterature e Comunicazione Interculturale",LECCE,75,12
26879,2017,7202,Bari Politecnico,10,Corso di Laurea in Ingegneria Gestionale,BARI,72,12
26880,2017,8201,Palermo,18-bis,Scienze della Formazione Primaria,PALERMO,82,12
26881,2017,8201,Palermo,LM-75,Scienze Ambientali,PALERMO,82,12
26882,2017,8201,Palermo,LMR/02,Conservazione e Restauro dei Beni Culturali (Abilitante Ai Sensi del D.Lgs N.42/2004),PALERMO,82,12
26883,2017,8201,Palermo,LM-68,Scienze e Tecniche delle Attivit Motorie Preventive e Adattate e delle Attivit Sportive,PALERMO,82,12
26884,2017,8201,Palermo,LM-45,Musicologia,PALERMO,82,12
26885,2017,8201,Palermo,LM-06,Biologia Cellulare e Molecolare,PALERMO,82,12
26886,2017,8201,Palermo,LM-20,Ingegneria Aerospaziale,PALERMO,82,12
26887,2017,8301,Messina,LM-14,Civilta Letteraria dell'Italia Medievale e Moderna,MESSINA,83,12
26888,2017,8301,Messina,L/SNT2,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),MESSINA,83,12
26889,2017,8301,Messina,L/SNT2,Terapia della Neuro e Psicomotricita dell'Eta Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricita dell'Eta Evolutiva),MESSINA,83,12
26890,2017,8301,Messina,LM-56, Scienze Economiche e Finanziarie,MESSINA,83,12
26891,2017,8701,Catania,20,Scienze e Tecnologie Agrarie,CATANIA,87,12
26892,2017,8701,Catania,26,Informatica,CATANIA,87,12
26893,2017,8701,Catania,10,Ingegneria Elettrica,CATANIA,87,12
26894,2017,6601,L'Aquila,LM-28,Ingegneria Elettrica,L'AQUILA,66,12
26895,2017,6601,L'Aquila,LM-54,Scienze Chimiche,L'AQUILA,66,12
26896,2017,6901,Chieti e Pescara,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),CHIETI,69,12
26897,2017,6901,Chieti e Pescara,L/SNT3,Dietistica (Abilitante alla Professione Sanitaria di Dietista),CHIETI,69,12
26898,2017,6901,Chieti e Pescara,L-05,Filosofia e Scienze dell'Educazione,CHIETI,69,12
26899,2017,6901,Chieti e Pescara,LM-78,Scienze Filosofiche,CHIETI,69,12
26900,2017,7001,Molise,L-25,Tecnologie Forestali ed Ambientali,CAMPOBASSO,70,12
26901,2017,7001,Molise,18-bis,Scienze della Formazione Primaria,CAMPOBASSO,70,12
26902,2017,6902,Torrevecchia Teatina Leonardo da Vinci - telematica,L-24,Scienze Psicologiche,TORREVECCHIA TEATINA,69,12
26903,2017,7201,Bari,LM-02,Archeologia,BARI,72,12
26904,2017,7101,Foggia,31,Scienze Giuridiche,FOGGIA,71,12
